0.003013,0.015321,0.079617,2.261140,76.439537,0.497422,88.885529
0.002832,0.015056,0.078113,2.311741,76.391556,0.505179,88.855324
0.002202,0.015241,0.078409,2.190457,78.598846,0.505417,88.492897
0.003538,0.015499,0.081033,2.267152,76.823418,0.464147,88.643913
0.002351,0.015323,0.078966,2.419351,75.959694,0.469627,88.372086
0.002701,0.015433,0.079866,2.411107,75.575813,0.456650,90.335243
0.003581,0.015401,0.080586,2.373479,75.767754,0.489952,88.855324
0.002509,0.015151,0.078265,2.280330,75.191940,0.498289,88.794922
0.001968,0.015389,0.078913,2.511226,75.431862,0.485331,88.311684
0.001691,0.015369,0.078538,2.302729,76.583488,0.519481,88.523102
0.002492,0.015470,0.079840,2.610347,74.520149,0.465147,88.885529
0.002037,0.015394,0.079006,2.201546,77.975044,0.487960,88.643913
0.002316,0.015405,0.079340,2.698807,74.040306,0.483376,88.764717
0.003624,0.015791,0.082579,2.322780,77.399231,0.550797,87.888855
0.003265,0.015589,0.081211,2.498847,76.391556,0.489560,89.398972
0.001718,0.015498,0.079209,2.674574,74.568138,0.492852,89.761398
0.003131,0.015642,0.081342,2.388425,76.199615,0.483158,88.432495
0.002273,0.015624,0.080391,2.389577,75.863724,0.467139,88.372086
0.001725,0.015720,0.080323,2.746025,74.040306,0.463034,88.825127
0.002673,0.015702,0.081182,2.892963,73.176582,0.503309,88.190872
0.003208,0.015671,0.081561,2.789672,72.840691,0.481975,89.398972
0.000891,0.015660,0.079192,3.074058,73.368523,0.499159,89.338562
0.001062,0.015734,0.079731,2.482140,76.439537,0.505878,89.066742
0.002632,0.015784,0.081553,2.764255,74.280228,0.498930,88.976135
0.001360,0.015766,0.080187,2.465756,76.631477,0.491683,89.610390
0.001189,0.015896,0.080671,2.315052,78.310936,0.500907,88.704315
0.002912,0.015944,0.082633,2.594725,75.623795,0.457491,89.036545
0.004585,0.015979,0.084483,2.623882,76.007675,0.510649,89.247955
0.001742,0.015675,0.080120,2.692314,75.911705,0.505916,89.217758
0.001495,0.015895,0.080968,2.698094,73.752396,0.477717,89.791603
0.002802,0.015957,0.082588,2.818384,73.512474,0.485971,89.852005
0.001785,0.015870,0.081135,2.505503,75.383873,0.468739,89.459373
0.001583,0.015991,0.081536,2.454820,78.358925,0.478154,89.640587
0.001164,0.015794,0.080132,2.715694,73.992317,0.491539,89.459373
